"body", "keywords", count
"2013", "Sounds", 1
"2013", "Spen", 1
"2013", "UI", 2
"2014", "audio", 1
"2014", "messaging app", 1
"2014", "OS", 1
"2014", "theme", 1
"2014", "themes", 1
"2014", "video", 1
"2014", "videos", 1
"2016", "battery", 3
"2016", "Battery life", 3
"2016", "battery-life", 3
"2016", "cable", 1
"2016", "cables", 1
"2016", "car", 1
"2016", "car charger", 1
"2016", "charge", 2
"2016", "charger", 1
"2016", "charging", 3
"2016", "different cables", 1
"2016", "OTA", 1
"2016", "plugged", 1
"2016", "Quick Charge", 1
"2016", "quick charge.", 1
"2016", "quick charging", 2
"2016", "QuickCharge", 1
"2016", "UI", 4
"2018", "4G", 1
"2018", "4GB", 1
"2018", "64GB", 1
"2018", "BT", 1
"2018", "contract", 1
"2018", "edge", 1
"2018", "LGG4", 1
"2018", "network", 1
"2018", "networks", 1
"2018", "OS", 1
"2018", "OTG", 1
"2018", "ROM", 2
"2018", "silver", 2
"2018", "silver note", 1
"2018", "sim", 1
"2018", "titanium silver", 1
"2018", "Titanium Silver Note", 1
"2018", "Transfer", 1
"2020", "accessories", 1
"2020", "BT", 1
"2020", "charging", 2
"2020", "Galaxy Note5", 1
"2020", "galaxynote5", 1
"2020", "HW", 1
"2020", "SD", 1
"2020", "Wireless", 2
"2020", "wireless charging", 2
"2020", "wireless charging capabilities", 1
"2024", "OTA", 1
"2024", "SD", 1
"2024", "tablet", 1
"2024", "widget", 1
"2024", "widgets", 1
"2026", "pen", 2
"2026", "pen.", 2
"2026", "S-Pen", 2
"2026", "SD", 1
"2026", "Spen", 2
"2030", "4G", 1
"2030", "4GB", 1
"2030", "64GB", 1
"2030", "API", 1
"2030", "message", 6
"2030", "message.", 6
"2030", "messages", 1
"2030", "messaging app", 1
"2030", "MMS message", 2
"2030", "MMS messages", 1
"2030", "OS", 1
"2030", "OTG", 1
"2030", "pen", 1
"2030", "pen.", 1
"2030", "picture", 1
"2030", "resolution", 1
"2030", "resolution.", 1
"2030", "resolutions", 1
"2030", "ROM", 3
"2030", "stock messaging", 1
"2030", "stock messaging app", 1
"2030", "theme", 2
"2030", "themes", 2
"2031", "auto sync", 3
"2031", "battery", 1
"2031", "battery drain", 1
"2031", "e-mail", 2
"2031", "email", 2
"2031", "Google play", 1
"2031", "Google Play battery", 1
"2031", "Google Play.", 1
"2031", "individual app", 1
"2031", "individual apps", 1
"2031", "message", 1
"2031", "message.", 1
"2031", "messages", 1
"2031", "Note5s", 1
"2031", "OS", 3
"2031", "play battery drain", 1
"2031", "sync", 4
"2032", "ATM", 1
"2032", "ATM.", 1
"2032", "message", 1
"2032", "message.", 1
"2032", "OS", 1
"2032", "ROM", 1
"2032", "sim", 1
"2032", "text message", 1
"2032", "updating", 1
"2033", "Disable WiFi", 1
"2033", "icon", 1
"2033", "notification", 1
"2033", "SD", 1
"2033", "Wi-Fi", 1
"2033", "wifi", 1
"2033", "wifi connect", 1
"2034", "higher res", 1
"2034", "higher resolution", 1
"2034", "resolution", 1
"2034", "resolution.", 1
"2034", "video", 1
"2035", "airplane mode", 1
"2035", "boot", 1
"2035", "chat", 1
"2035", "google search", 1
"2035", "network", 4
"2035", "notification", 1
"2035", "silver", 1
"2035", "silver note", 1
"2035", "sim", 1
"2035", "Snapchat", 1
"2035", "song", 1
"2035", "songs", 1
"2035", "titanium silver", 1
"2035", "Titanium Silver Note", 1
"2035", "upgrade", 1
"2036", "4G", 1
"2036", "4GB", 1
"2036", "64GB", 1
"2036", "Amoled", 1
"2036", "AMOLED Cinema", 1
"2036", "battery", 4
"2036", "battery saver", 1
"2036", "car", 1
"2036", "cinema", 1
"2036", "clock", 1
"2036", "clock widget", 1
"2036", "clockwidget", 1
"2036", "cool apps", 1
"2036", "customization", 1
"2036", "dashclock widget", 1
"2036", "display", 1
"2036", "displays", 1
"2036", "free money", 1
"2036", "game", 1
"2036", "home launcher", 1
"2036", "icon", 1
"2036", "icon packs", 1
"2036", "ips", 1
"2036", "IR Sensor", 1
"2036", "keyboard", 2
"2036", "notification", 1
"2036", "optimization", 1
"2036", "optimizations", 1
"2036", "OS", 3
"2036", "OTG", 1
"2036", "power saving", 1
"2036", "power saving mode", 1
"2036", "processor", 1
"2036", "RAM", 1
"2036", "removable battery", 1
"2036", "screen", 1
"2036", "Screen Mode", 1
"2036", "screen.", 1
"2036", "SD", 3
"2036", "SD card", 1
"2036", "SD-Card", 1
"2036", "sensor", 1
"2036", "theme", 1
"2036", "widget", 1
"2038", "App optimisation", 1
"2038", "battery", 1
"2038", "optimisation", 1
"2038", "update", 1
"2038", "update.", 1
"2040", "OS", 1
"2040", "SD", 1
"2040", "tone", 1
"2040", "wallet case", 2
"2041", "messaging app", 1
"2041", "multi task", 1
"2041", "multi tasking", 1
"2041", "multitasking", 1
"2041", "One-handed mode", 2
"2041", "OS", 1
"2041", "pen", 1
"2041", "pen.", 1
"2041", "ROM", 1
"2041", "screen", 3
"2041", "screen.", 3
"2041", "sim", 1
"2041", "split screen", 1
"2041", "XB", 1
"2042", "button", 1
"2042", "disconnecting", 1
"2042", "home button", 1
"2042", "message", 2
"2042", "message.", 2
"2042", "messages", 2
"2042", "network", 1
"2042", "network switch", 1
"2042", "networks", 1
"2042", "pen", 1
"2042", "pen.", 1
"2042", "SD", 1
"2042", "sim", 1
"2042", "smart network", 1
"2042", "smart network switch", 1
"2042", "theme", 1
"2042", "themes", 1
"2042", "tone", 1
"2042", "UI", 1
"2042", "Whats App", 2
"2042", "Whatsapp", 2
"2042", "Wi-Fi", 3
"2042", "wi-fi issue", 1
"2042", "wifi", 3
"2042", "wifi issue", 1
"2042", "wifi issues", 1
"2043", "5v", 1
"2043", "batteries", 1
"2043", "battery", 1
"2043", "battery charger", 1
"2043", "calls", 1
"2043", "charge", 1
"2043", "charger", 1
"2043", "charging", 1
"2043", "clock", 1
"2043", "edge", 3
"2043", "font", 1
"2043", "HW", 2
"2043", "OS", 1
"2043", "phone upgrade", 1
"2043", "screen", 1
"2043", "screen.", 1
"2043", "stylus", 1
"2043", "stylus..", 1
"2043", "touch wiz", 1
"2043", "TouchWiz", 1
"2043", "upgrade", 2
"2043", "Wi-Fi", 1
"2043", "wifi", 1
"2043", "world clock", 1
"2044", "camera", 1
"2044", "Note5s", 1
"2045", "Marshmallow", 1
"2045", "Marshmallow update", 1
"2045", "update", 1
"2045", "update.", 1
"2047", "32GB", 2
"2047", "4G", 1
"2047", "4GB", 1
"2047", "64GB", 1
"2047", "64GB version", 1
"2047", "car", 1
"2047", "cost", 3
"2047", "internet", 1
"2047", "MST", 1
"2047", "OS", 6
"2047", "SD", 3
"2047", "sim", 1
"2048", "3G", 1
"2048", "4G", 1
"2048", "4G 3G", 1
"2048", "battery", 1
"2048", "battery drain", 1
"2048", "OS", 1
"2048", "ROM", 1
"2048", "Wi-Fi", 1
"2048", "wifi", 1
"2049", "battery", 2
"2049", "Battery option", 1
"2049", "battery setting", 1
"2049", "OS", 1
"2050", "battery", 1
"2050", "BT", 1
"2050", "car", 2
"2050", "card slot", 1
"2050", "cloud storage", 1
"2050", "cost", 2
"2050", "easy pen", 1
"2050", "edge", 1
"2050", "great deal", 1
"2050", "Knox", 1
"2050", "KNOX  Thanks", 1
"2050", "OS", 5
"2050", "OTA", 1
"2050", "pen", 1
"2050", "pen.", 1
"2050", "photos", 1
"2050", "removable battery", 1
"2050", "replacement", 1
"2050", "ROM", 2
"2050", "screen", 2
"2050", "screen replacement", 1
"2050", "screen.", 2
"2050", "SD", 1
"2050", "SD card", 1
"2050", "SD card slot", 1
"2050", "SD card slot.", 1
"2050", "SD cards", 1
"2050", "SD-Card", 1
"2050", "sd-card slot", 1
"2050", "Storage", 1
"2050", "stylus", 1
"2050", "stylus..", 1
"2050", "tone", 1
"2050", "upgrade", 1
"2051", "contact", 3
"2051", "group message", 4
"2051", "message", 4
"2051", "message.", 4
"2051", "messages", 2
"2051", "OS", 1
"2051", "pen", 1
"2051", "pen.", 1
"2051", "ROM", 1
"2051", "SD", 1
"2051", "sim", 1
"2054", "Home Screen", 1
"2054", "home screen.", 1
"2054", "homescreen", 1
"2054", "screen", 1
"2054", "screen.", 1
"2055", "4G", 2
"2055", "battery", 1
"2055", "Battery life", 1
"2055", "battery-life", 1
"2055", "calls", 1
"2055", "connection strength", 1
"2055", "network", 1
"2055", "phone calls", 1
"2055", "ROM", 1
"2055", "upgrade", 1
"2055", "Wi-Fi", 2
"2055", "wifi", 2
"2055", "WiFi network", 1
"2056", "notification", 1
"2056", "notifications", 1
"2060", "BT", 1
"2060", "LTE", 1
"2060", "netflix", 4
"2060", "OS", 1
"2060", "pen", 1
"2060", "pen.", 1
"2060", "ROM", 1
"2060", "SD", 1
"2060", "UI", 3
"2060", "update", 1
"2060", "update.", 1
"2060", "Wi-Fi", 4
"2060", "wifi", 4
"2060", "Wifi works", 1
"2061", "stylus", 1
"2061", "stylus work", 1
"2061", "stylus..", 1
"2062", "Glass", 2
"2062", "glass screen", 2
"2062", "glass screen protector", 2
"2062", "HD Glass", 2
"2062", "hd glass screen", 2
"2062", "MST", 1
"2062", "screen", 2
"2062", "screen protector", 2
"2062", "screen.", 2
"2063", "ATM", 1
"2063", "ATM.", 1
"2063", "material", 1
"2063", "Material Dark", 1
"2063", "SD", 1
"2063", "theme", 1
"2063", "themes", 1
"2064", "32GB", 2
"2064", "3G", 1
"2064", "ADB", 1
"2064", "Galaxy Note5", 2
"2064", "galaxynote5", 2
"2064", "LTE", 2
"2064", "LTE-A", 1
"2064", "Mobilicity wireless network", 2
"2064", "network", 6
"2064", "networks", 1
"2064", "Note5s", 1
"2064", "OS", 3
"2064", "PCs", 1
"2064", "Samsung Galaxy Note5", 1
"2064", "Samsung Note", 2
"2064", "Samsung Note5", 2
"2064", "Specifications", 1
"2064", "Wireless", 2
"2064", "Wireless network", 2
"2066", "iphone6", 1
"2066", "Note5s", 1
"2066", "OS", 2
"2066", "OS systems", 1
"2066", "RAM", 1
"2066", "ROM", 1
"2066", "Samsung Note", 1
"2066", "Samsung Note5", 1
"2066", "systems", 1
"2066", "upgrade", 1
"2069", "google docs", 1
"2069", "pen", 1
"2069", "pen.", 1
"2069", "S-Note", 1
"2069", "snote", 1
"2069", "write", 2
"2070", "battery", 3
"2070", "battery degrade", 1
"2070", "charge", 2
"2070", "Note5s", 1
"2070", "picture", 1
"2070", "pictures", 1
"2070", "replaceable batter", 1
"2070", "Replaceable battery", 1
"2070", "ROM", 1
"2070", "social media", 1
"2075", "game", 2
"2075", "games", 2
"2075", "pen", 1
"2075", "pen.", 1
"2075", "S-Pen", 1
"2075", "Spen", 1
"2075", "stylus", 1
"2075", "stylus..", 1
"2077", "data toggle", 1
"2077", "dock", 1
"2077", "lock screen", 2
"2077", "lock screen wallpaper", 1
"2077", "lock-screen wallpaper", 1
"2077", "lockscreen", 2
"2077", "Lockscreen wallpaper", 1
"2077", "notification", 1
"2077", "notification tray", 1
"2077", "screen", 2
"2077", "screen.", 2
"2077", "wallpaper", 2
"2077", "wallpapers", 2
"2078", "4G", 1
"2078", "chat", 1
"2078", "OTA", 1
"2078", "Package Disable", 1
"2078", "packagedisabler", 1
"2078", "Snapchat", 1
"2079", "headphones", 2
"2079", "icon", 1
"2079", "icons", 1
"2079", "MST", 1
"2079", "Multiple headphones", 1
"2079", "music", 5
"2079", "music app", 1
"2079", "Music volume", 1
"2079", "OS", 1
"2079", "pen", 2
"2079", "pen.", 2
"2079", "pens", 2
"2079", "SD", 1
"2079", "song", 1
"2079", "sound", 1
"2079", "SoundAlive", 1
"2079", "speaker", 1
"2082", "gallery", 1
"2082", "game", 3
"2082", "OS", 1
"2082", "OTA", 1
"2082", "picture", 3
"2082", "SD", 3
"2082", "sim", 1
"2082", "stock gallery", 1
"2082", "write", 1
"2085", "cable", 2
"2085", "cable charging", 1
"2085", "charge", 1
"2085", "charging", 3
"2085", "fast charge", 1
"2085", "fast charging", 2
"2085", "internet", 1
"2085", "OS", 1
"2085", "quick search", 1
"2085", "UI", 1
"2086", "android pay", 2
"2086", "Compatible", 1
"2086", "Google play", 2
"2086", "google play service", 2
"2086", "Google Play Services", 1
"2086", "Google Play.", 2
"2086", "pay", 2
"2086", "play service", 2
"2086", "Play Services", 1
"2086", "variants", 1
"2087", "actual usage", 1
"2087", "battery", 2
"2087", "Battery life", 1
"2087", "battery life suck", 1
"2087", "battery-life", 1
"2087", "charge", 1
"2087", "OS", 1
"2087", "perform", 1
"2087", "performance", 1
"2087", "ROM", 1
"2087", "sim", 1
"2087", "UI", 1
"2088", "30fps", 1
"2088", "ATM", 1
"2088", "ATM.", 1
"2088", "camera", 1
"2088", "camera specs", 1
"2088", "cameras", 1
"2088", "Galaxy Note5", 1
"2088", "galaxynote5", 1
"2088", "RAM", 1
"2088", "record", 1
"2088", "recording", 1
"2088", "slow motion", 1
"2088", "video", 1
"2088", "video recording", 1
"2090", "bluetooth", 1
"2090", "Bluetooth device", 1
"2090", "car", 1
"2090", "finger print", 1
"2090", "finger prints", 1
"2090", "fingerprint", 1
"2090", "fingerprint security", 1
"2090", "fingerprints", 1
"2090", "Note5s", 2
"2090", "OS", 1
"2090", "screen", 1
"2090", "screen.", 1
"2090", "SD", 1
"2090", "security", 1
"2090", "sim", 1
"2090", "smart lock", 2
"2090", "swipes", 1
"2091", "car", 1
"2091", "Galaxy Note5", 1
"2091", "galaxynote5", 1
"2091", "network", 1
"2091", "OS", 1
"2091", "tv", 1
"2092", "app draw", 1
"2092", "app drawer", 1
"2092", "drawer", 1
"2092", "Google app", 1
"2092", "scroll", 1
"2092", "scrolling", 1
"2092", "update", 2
"2092", "update.", 2
"2092", "vertical scrolling", 1
"2093", "4G", 1
"2093", "audio", 2
"2093", "bluetooth", 2
"2093", "Bluetooth radio", 1
"2093", "bluetooth speaker", 1
"2093", "bluetooth speakers", 1
"2093", "book", 2
"2093", "car", 1
"2093", "edge", 1
"2093", "game", 1
"2093", "games", 1
"2093", "hardware", 1
"2093", "MST", 1
"2093", "OS", 1
"2093", "radio", 1
"2093", "speaker", 1
"2094", "Galaxy Note5", 1
"2094", "galaxynote5", 1
"2094", "music", 1
"2094", "music video", 1
"2094", "video", 1
"2098", "charge", 1
"2098", "charger", 1
"2098", "charging", 1
"2098", "fast charge", 1
"2098", "fast charger", 1
"2098", "fast charging", 1
"2098", "Wireless", 2
"2098", "wireless fast charge", 1
"2098", "wireless fast charger", 1
"2098", "wireless fast charging", 1
"2099", "4G", 1
"2099", "4GB", 1
"2099", "4GB ram", 1
"2099", "Galaxy Note5", 1
"2099", "galaxynote5", 1
"2099", "RAM", 1
"2100", "app work", 1
"2100", "bluetooth", 5
"2100", "current firmware", 1
"2100", "firmware", 1
"2100", "Google play", 1
"2100", "Google Play.", 1
"2100", "HW", 1
"2100", "OS", 1
"2100", "phone connect", 1
"2100", "SideSync", 1
"2100", "smart switch", 1
"2100", "Smartswitch", 1
"2100", "sync", 1
"2101", "ATT Unremovable Spyware", 1
"2101", "ROM", 1
"2101", "spyware", 1
"2102", "camera", 1
"2102", "OTA", 1
"2103", "2-year contract", 1
"2103", "car", 3
"2103", "contract", 1
"2103", "Galaxy Note5", 1
"2103", "galaxynote5", 1
"2103", "OS", 1
"2103", "PCs", 2
"2103", "ROM", 2
"2103", "Samsung Galaxy Note5", 1
"2103", "sim", 1
"2103", "sims", 1
"2103", "Unlocked Samsung Galaxy", 1
"2103", "White Pearl", 1
"2103", "Wireless", 1
"2104", "new software update", 2
"2104", "ROM", 1
"2104", "SD", 1
"2104", "software", 2
"2104", "software update", 2
"2104", "update", 2
"2104", "update.", 2
"2106", "custom ROM", 1
"2106", "customize", 1
"2106", "ROM", 1
"2106", "Wi-Fi", 1
"2106", "wifi", 1
"2107", "car", 1
"2107", "hotspot", 1
"2107", "OS", 1
"2107", "pen", 1
"2107", "pen.", 1
"2107", "ROM", 1
"2107", "S-Pen", 1
"2107", "sim", 1
"2107", "Spen", 1
"2107", "Tether", 2
"2107", "tethering", 1
"2108", "app icon", 1
"2108", "folder icon", 1
"2108", "Home Screen", 1
"2108", "home screen.", 1
"2108", "homescreen", 1
"2108", "icon", 2
"2108", "notification", 1
"2108", "OS", 3
"2108", "screen", 1
"2108", "screen.", 1
"2108", "social apps", 1
"2109", "Note5s", 1
"2109", "software", 1
"2109", "software update", 1
"2109", "update", 1
"2109", "update.", 1
"2111", "HW", 1
"2111", "OS", 1
"2111", "pen", 5
"2111", "pen.", 5
"2111", "S-Pen", 1
"2111", "Samsung logo", 1
"2111", "Spen", 1
"2111", "UI", 1
"2112", "battery", 2
"2112", "Battery life", 1
"2112", "battery-life", 1
"2112", "screen", 1
"2112", "screen shot", 1
"2112", "screen shots", 1
"2112", "screen.", 1
"2112", "screens", 1
"2112", "screens.", 1
"2112", "screenshot", 1
"2112", "screenshots", 1
"2113", "finger print", 1
"2113", "finger prints", 1
"2113", "fingerprint", 1
"2113", "fingerprint security", 1
"2113", "fingerprints", 1
"2113", "lock screen", 2
"2113", "lockscreen", 2
"2113", "screen", 3
"2113", "screen-off", 1
"2113", "screen.", 3
"2113", "security", 1
"2113", "unlock screen", 1
"2116", "4K AMOLED Display", 1
"2116", "Amoled", 1
"2116", "amoled display", 1
"2116", "display", 1
"2116", "Galaxy Note5", 1
"2116", "galaxynote5", 1
"2116", "map", 1
"2117", "apples", 1
"2117", "battery", 2
"2117", "battery power", 1
"2117", "car", 1
"2117", "galaxy app", 1
"2117", "memo", 2
"2117", "memory", 2
"2117", "MST", 2
"2117", "OTA", 1
"2117", "pen", 1
"2117", "pen.", 1
"2117", "Samsung app", 1
"2117", "SD", 4
"2117", "SD card", 1
"2117", "SD-Card", 1
"2117", "upgrade", 1
"2118", "ATM", 1
"2118", "ATM.", 1
"2118", "cable", 1
"2118", "car", 1
"2118", "charge", 3
"2118", "Charges", 1
"2118", "contact", 1
"2118", "curve", 1
"2118", "curved glass", 1
"2118", "customer service", 2
"2118", "design", 1
"2118", "design.", 1
"2118", "e-mail", 2
"2118", "email", 2
"2118", "Glass", 4
"2118", "glass screen", 1
"2118", "glass screen protector", 1
"2118", "great customer service", 2
"2118", "icon", 1
"2118", "ips", 1
"2118", "MST", 1
"2118", "OS", 4
"2118", "protectors", 2
"2118", "RAM", 1
"2118", "replacement", 4
"2118", "ROM", 3
"2118", "screen", 5
"2118", "screen protector", 3
"2118", "screen.", 5
"2118", "screens", 2
"2118", "screens.", 2
"2118", "SD", 1
"2118", "slim", 1
"2118", "sound", 1
"2118", "USB cable", 1
"2118", "USB-C", 1
"2118", "Wireless", 1
"2118", "wireless charge", 1
"2118", "wireless charge mat", 1
"2119", "battery", 1
"2119", "Battery life", 1
"2119", "battery-life", 1
"2119", "bigger screen", 1
"2119", "calls", 1
"2119", "iPhone5", 1
"2119", "memo", 1
"2119", "memory", 1
"2119", "OS", 2
"2119", "phone calls", 1
"2119", "ROM", 1
"2119", "screen", 1
"2119", "screen.", 1
"2121", "API", 1
"2121", "aux cord", 1
"2121", "battery", 3
"2121", "brightness", 1
"2121", "car", 2
"2121", "charge", 1
"2121", "charger", 1
"2121", "chat", 1
"2121", "icon", 1
"2121", "OS", 2
"2121", "picture", 1
"2121", "RAM", 1
"2121", "screen", 2
"2121", "Screen On Time", 1
"2121", "Screen-on time", 1
"2121", "screen.", 2
"2121", "status bar", 1
"2121", "Whats App", 1
"2121", "Whatsapp", 1
"2122", "camera", 1
"2122", "Camera Test", 1
"2122", "Galaxy Note5", 1
"2122", "galaxynote5", 1
"2122", "HD YouTube", 1
"2122", "Samsung Galaxy Note5", 1
"2122", "tv", 1
"2122", "video", 1
"2123", "light touch", 1
"2123", "pen", 3
"2123", "pen.", 3
"2123", "pens", 2
"2123", "S-Pen", 1
"2123", "S-Pens", 1
"2123", "Spen", 1
"2123", "SPens", 1
"2126", "downloads", 1
"2126", "ROM", 1
"2126", "S-Note", 1
"2126", "snote", 1
"2126", "Transfer", 2
"2128", "pen", 1
"2128", "pen.", 1
"2128", "S-Pen", 1
"2128", "Spen", 1
"2129", "icon", 1
"2134", "bug", 2
"2134", "keyboard", 2
"2134", "Keyboard cover", 2
"2134", "pen", 1
"2134", "pen.", 1
"2134", "theme", 1
"2134", "tv", 1
"2134", "video", 1
"2135", "car", 1
"2135", "micro SD", 1
"2135", "micro sd card", 1
"2135", "MicroSD", 1
"2135", "MicroSD card", 1
"2135", "OS", 2
"2135", "ROM", 1
"2135", "S-Note", 1
"2135", "SD", 1
"2135", "SD card", 1
"2135", "SD-Card", 1
"2135", "snote", 1
"2135", "upgrade", 1
"2136", "BT", 1
"2136", "charge", 4
"2136", "charger", 1
"2136", "Charges", 1
"2136", "charging", 1
"2136", "factory charger", 1
"2136", "update", 2
"2136", "update.", 2
"2136", "Verizon version", 1
"2137", "4G", 2
"2137", "4GB", 1
"2137", "battery", 3
"2137", "battery saving", 1
"2137", "Battery Saving Mode", 1
"2137", "button", 2
"2137", "car", 2
"2137", "free RAM", 1
"2137", "Galaxy phone", 1
"2137", "game", 1
"2137", "games", 1
"2137", "great battery", 1
"2137", "home button", 1
"2137", "Home Screen", 1
"2137", "home screen.", 1
"2137", "homescreen", 1
"2137", "internet", 1
"2137", "iPad Mini", 1
"2137", "iphone6", 3
"2137", "LTE", 1
"2137", "memo", 1
"2137", "memory", 1
"2137", "OS", 4
"2137", "OTA", 1
"2137", "Package Disable", 1
"2137", "packagedisabler", 1
"2137", "pay", 1
"2137", "RAM", 2
"2137", "recent app", 2
"2137", "recent apps", 2
"2137", "recent apps button", 1
"2137", "ROM", 2
"2137", "screen", 2
"2137", "Screen On Time", 1
"2137", "Screen-on time", 1
"2137", "screen.", 2
"2137", "sim", 1
"2137", "UI", 1
"2137", "unlimited data", 1
"2138", "charge", 1
"2138", "Quick Charge", 1
"2138", "quick charge.", 1
"2138", "QuickCharge", 1
"2138", "UI", 1
"2141", "battery", 2
"2141", "Battery life", 2
"2141", "battery-life", 2
"2141", "car", 1
"2141", "hate TouchWiz", 1
"2141", "HW", 1
"2141", "iPhone5", 1
"2141", "LGG4", 1
"2141", "Note5s", 2
"2141", "OS", 1
"2141", "ROM", 2
"2141", "samsung update", 1
"2141", "Samsung updates", 1
"2141", "SD", 1
"2141", "SD card", 1
"2141", "SD-Card", 1
"2141", "touch wiz", 1
"2141", "TouchWiz", 1
"2141", "update", 1
"2141", "update.", 1
"2142", "notification", 1
"2142", "notifications", 1
"2142", "Wi-Fi", 1
"2142", "wifi", 1
"2143", "Backwards S-Pen Button", 1
"2143", "backwards spen", 1
"2143", "bad design", 1
"2143", "bug", 1
"2143", "button", 9
"2143", "buttons", 1
"2143", "clicker button", 1
"2143", "correct orientation", 1
"2143", "design", 2
"2143", "design.", 2
"2143", "HW", 1
"2143", "ips", 3
"2143", "LTE", 1
"2143", "Note5s", 1
"2143", "OS", 11
"2143", "pen", 11
"2143", "pen button", 1
"2143", "pen.", 11
"2143", "pens", 1
"2143", "repair", 2
"2143", "replacement", 1
"2143", "ROM", 2
"2143", "S-Pen", 11
"2143", "S-Pen button", 1
"2143", "S-pen clicker", 1
"2143", "S-Pens", 1
"2143", "sim", 1
"2143", "social media", 1
"2143", "social media anger", 1
"2143", "Spen", 11
"2143", "spen clicker", 1
"2143", "SPens", 1
"2143", "tone", 2
"2143", "UI", 6
"2143", "warranty", 1
"2143", "warranty.", 1
"2144", "contract", 1
"2144", "phone number", 1
"2144", "SD", 1
"2147", "button", 1
"2147", "insurance", 1
"2147", "ips", 1
"2147", "Knox", 1
"2147", "mobile note", 1
"2147", "Note5s", 2
"2147", "OS", 1
"2148", "app setting", 1
"2148", "app settings", 1
"2148", "default apps", 1
"2148", "message", 1
"2148", "message.", 1
"2148", "messages", 1
"2149", "GPS", 2
"2149", "GPS app", 1
"2149", "location issues", 1
"2149", "location service", 1
"2149", "location services", 1
"2149", "map", 1
"2149", "maps", 1
"2149", "OTA", 1
"2149", "Pebble", 1
"2149", "pen", 1
"2149", "pen.", 1
"2149", "Wi-Fi", 1
"2149", "wifi", 1
"2150", "button", 1
"2150", "multi task", 1
"2150", "multi tasking", 1
"2150", "multitasking", 1
"2150", "multitasking button", 1
"2150", "power saving", 1
"2150", "power saving mode", 1
"2150", "ultra power saving", 1
"2150", "vibration", 1
"2150", "Vibration feedback", 1
"2151", "ATM", 1
"2151", "ATM.", 1
"2151", "awesome battery", 1
"2151", "awesome battery life", 1
"2151", "battery", 7
"2151", "Battery life", 3
"2151", "battery tips", 1
"2151", "battery-life", 3
"2151", "display", 1
"2151", "displays", 1
"2151", "great battery", 1
"2151", "great battery life", 1
"2151", "iPhone5", 1
"2151", "ips", 1
"2151", "note device", 2
"2151", "OS", 2
"2151", "ROM", 2
"2151", "sim", 1
"2153", "good case", 1
"2153", "icon", 1
"2153", "icons", 1
"2153", "kickstand", 2
"2153", "Note5s", 2
"2153", "OS", 2
"2153", "pen", 2
"2153", "pen.", 2
"2154", "3G", 1
"2154", "LTE", 1
"2154", "network", 1
"2154", "OS", 1
"2154", "Slow Wi-Fi", 1
"2154", "Slow wifi", 1
"2154", "Speed", 1
"2154", "speeds", 1
"2154", "Wi-Fi", 3
"2154", "wifi", 3
"2154", "wifi speed", 1
"2154", "WiFi speeds", 1
"2157", "bluetooth", 1
"2157", "default music app", 1
"2157", "headphones", 3
"2157", "music", 4
"2157", "music app", 1
"2157", "OS", 1
"2157", "pen", 4
"2157", "pen.", 4
"2157", "pens", 1
"2157", "plugged", 1
"2157", "song", 3
"2157", "sound", 2
"2158", "ATM", 1
"2158", "ATM.", 1
"2158", "car", 13
"2158", "card slot", 1
"2158", "certain store", 1
"2158", "certain stores", 1
"2158", "disable notification", 1
"2158", "disable notifications", 1
"2158", "Doze", 1
"2158", "DPI", 3
"2158", "drop", 1
"2158", "ips", 1
"2158", "MST", 4
"2158", "notification", 2
"2158", "notifications", 2
"2158", "OS", 4
"2158", "OTA", 1
"2158", "pay", 6
"2158", "physical card", 1
"2158", "RAM", 2
"2158", "ROM", 1
"2158", "Samsung Pay", 6
"2158", "SamsungPay", 6
"2158", "sim", 1
"2158", "tv", 1
"2158", "UI", 2
"2160", "auto eject pen", 1
"2160", "eject.", 1
"2160", "Note5s", 1
"2160", "OS", 1
"2160", "pen", 1
"2160", "pen.", 1
"2162", "3G", 2
"2162", "battery", 3
"2162", "camera", 1
"2162", "DPI", 1
"2162", "e-mail", 1
"2162", "email", 1
"2162", "Google account", 1
"2162", "HW", 1
"2162", "LTE", 1
"2162", "mobile data", 1
"2162", "Native apps", 1
"2162", "notification", 1
"2162", "notifications", 1
"2162", "optimisation", 1
"2162", "OS", 3
"2162", "pen", 1
"2162", "pen.", 1
"2162", "sim", 1
"2162", "sync", 1
"2162", "tone", 1
"2162", "UI", 2
"2163", "ADB", 1
"2163", "API", 1
"2163", "app pinning", 3
"2163", "app screen", 1
"2163", "app store", 1
"2163", "AppStore", 1
"2163", "auto rotate", 1
"2163", "available app", 1
"2163", "book", 2
"2163", "boot", 2
"2163", "button", 2
"2163", "buttons", 1
"2163", "calls", 1
"2163", "camera", 2
"2163", "contact", 1
"2163", "finger print", 2
"2163", "finger print reader", 1
"2163", "finger prints", 1
"2163", "fingerprint", 2
"2163", "fingerprint reader", 1
"2163", "fingerprints", 1
"2163", "free game", 1
"2163", "game", 1
"2163", "games", 1
"2163", "Google play", 1
"2163", "Google Play.", 1
"2163", "Home Volume", 1
"2163", "in-app purchases", 1
"2163", "keyboard", 2
"2163", "Kids App", 3
"2163", "lock button", 1
"2163", "lock screen", 3
"2163", "lockscreen", 3
"2163", "note app", 1
"2163", "notification", 1
"2163", "notifications", 1
"2163", "OS", 7
"2163", "OTA", 1
"2163", "pen", 1
"2163", "pen.", 1
"2163", "pens", 1
"2163", "recent app", 1
